cefalexina monoidratada,Laboratórios Bagó,KEFLEX,156260017,500mg,drag,12/11/2012
cefalexina monoidratada,Laboratórios Bagó,KEFLEX,156260017,1000mg,drag,12/11/2012cefalexina monoidratada,Sandoz,KEFLAXINA,100470241,"5g/100mL(50mg/mL)",pó sus or + diluente,12/11/2012
cefalotina sódica (tamponada),Antibióticos do Brasil,KEFLIN NEUTRO,155620004,1000mg,pó liof sol inj,15/01/2013
cefazolina sódica,Antibióticos do Brasil,KEFAZOL,155620003,250 mg,pó sol inj,07/10/2013
cefazolina sódica,Antibióticos do Brasil,KEFAZOL,155620003,500 mg,pó sol inj,07/10/2013
cefazolina sódica,Antibióticos do Brasil,KEFAZOL,155620003,1000 mg/100mL,pó sol inj,07/10/2013
cefotaxima sódica,Novafarma,CETAZIMA,114020006,1000mg,pó sol inj,24/01/2019
ceftarolina fosamila,Astrazeneca,ZINFORO,116180247,600mg,Po Sol Ext,29/07/2016
ceftazidima,Glaxosmithkline,FORTAZ,101070170,1g/10mL,pó sol inj,12/11/2012
ceftriaxona dissódica hemieptaidratada,Roche,ROCEFIN,101000132,500mg/5mL,pó sol inj,12/11/2012
ceftriaxona dissódica hemieptaidratada,Roche,ROCEFIN,101000132,1000mg/10mL,pó sol inj,12/11/2012
ceftriaxona dissódica hemieptaidratada,Roche,ROCEFIN,101000132,500mg/2mL,pó sol inj (im),12/11/2012
ceftriaxona dissódica hemieptaidratada,Roche,ROCEFIN,101000132,"1000mg/3,5mL",pó sol inj (im),12/11/2012
cefuroxima sódica,Glaxosmithkline,ZINACEF,101070221,750mg/6mL,pó sol inj,12/11/2012
celecoxibe,Wyeth,CELEBRA,102160135,100mg,cap dura,12/11/2012
celecoxibe,Wyeth,CELEBRA,102160135,200 mg,cap dura,12/11/2012
cetirizina (dicloridrato),Glaxosmithkline,ZYRTEC,101070252,10mg,com rev,12/11/2012
cetirizina (dicloridrato),Glaxosmithkline,ZYRTEC,101070252,1mg/mL,sol oral,12/11/2012
cetoconazol,Aché,CANDORAL,105730067,200mg,com,05/05/2015
cetoconazol,Janssen Cilag,NIZORAL,112360016,20mg/g,crem derm,12/11/2012
cetoconazol,Cristalia,CETOCONAZOL,102980294,20mg/g,shampoo,25/09/2019
cetoprofeno,Sanofi-Aventis,BI - PROFENID,113000271,150mg,com lib prol,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID,113000271,100mg,sup,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID,113000271,20mg/mL,sol oral,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID,113000271,25mg,gel,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID,113000271,50mg,cap dura,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID,113000271,1mg/mL,xpe,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID ENTÉRICO,113000271,100mg,com lib retard,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID IM,113000271,50mg/mL,sol inj,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID IV,113000271,100mg /2mL,pó liof sol inj,12/11/2012
cetoprofeno,Sanofi-Aventis,PROFENID RETARD,113000271,200mg,com lib retard,12/11/2012
cetoprofeno (lisinato),Aché,ARTROSIL,105730128,160mg,cap,12/11/2012
cetoprofeno (lisinato),Aché,ARTROSIL,105730128,320mg,cap,12/11/2012
cetotifeno (fumarato),União Química,OCTIFEN,104971358,"0,250 mg/mL",sol oft,27/12/2019
cetrorrelix (acetato),Merck,CETROTIDE,100890369,"0,25mg",pó liof inj,19/01/2018
ciclesonida,Moksha 8,OMNARIS,164250005,50 mcg/dose,sus spr nas,12/11/2012
ciclesonida,Takeda,ALVESCO,106390230,80mcg/dose,sol inal,30/08/2017
ciclesonida,Takeda,ALVESCO,106390230,160mcg/dose,sol inal,30/08/2017
ciclobenzaprina (cloridrato),Apsen Farmacêutica,MIOSAN,101180129,5mg,com rev,12/11/2012
ciclobenzaprina (cloridrato),Apsen Farmacêutica,MIOSAN,101180129,10mg,com rev,12/11/2012
ciclobenzaprina (cloridrato),Zodiac,MITRUL,122140093,15mg,cap dur lib prol,25/05/2016
ciclofosfamida,Baxter,GENUXAL,106830168,20mg/ml,po liof inj prep extemp,28/09/2016
ciclopentolato (cloridrato),Allergan,CICLOPLÉGICO,101470131,10mg/mL,sol oft,02/02/2018
ciclopirox,Sanofi-Aventis,LOPROX NL,113000002,80mg/g,esml,12/11/2012
ciclopirox olamina,Sanofi-Aventis,LOPROX,113000002,10mg/g,crem derm,12/11/2012
ciclopirox olamina,Sanofi-Aventis,LOPROX,113000002,10mg/mL,sol top,12/11/2012
ciclosporina,Allergan,RESTASIS,101470160,"0,5mg/g",emul oft,12/11/2012
ciclosporina,Novartis Biociências,SANDIMMUN,100680020,50 mg/mL,sol inj,12/11/2012
ciclosporina,Novartis Biociências,SANDIMMUN NEORAL,100680020,100 mg/mL,sol oral,12/11/2012
ciclosporina,Novartis Biociências,SANDIMMUN NEORAL,100680020,25mg,cap mole,12/11/2012
ciclosporina,Novartis Biociências,SANDIMMUN NEORAL,100680020,50mg,cap mole,12/11/2012
ciclosporina,Novartis Biociências,SANDIMMUN NEORAL,100680020,100mg,cap mole,12/11/2012
cilazapril,Roche,VASCASE,101000181,1mg,com rev,12/11/2012
cilazapril,Roche,VASCASE,101000181,"2,5mg",com rev,12/11/2012
cilazapril,Roche,VASCASE,101000181,"5,0mg",com rev,12/11/2012
cilostazol,Libbs,CEBRALAT,100330101,50mg,com,12/11/2012
cilostazol,Libbs,CEBRALAT,100330101,100mg,com,12/11/2012
cimetidina,Glaxosmithkline,TAGAMET,101070163,200mg,com rev,12/11/2012
cimetidina,Glaxosmithkline,TAGAMET,101070163,400mg,com rev,12/11/2012
cimetidina,Teuto,CIMETIDINA,103700402,150mg/mL,sol inj,07/03/2013
cinacalcete (cloridrato),Angem,MIMPARA,102440001,30mg,com rev,10/05/2013
cinacalcete (cloridrato),Angem,MIMPARA,102440001,60mg,com rev,10/05/2013
cinarizina,Janssen Cilag,STUGERON,112360002,25mg,com,12/11/2012
cinarizina,Janssen Cilag,STUGERON,112360002,75mg,com,12/11/2012
ciprofibrato,Sanofi-Aventis,OROXADIN,113001027,100mg,com,12/11/2012
ciprofloxacino (cloridrato),Allergan,BIAMOTIL,101470164,"3,5mg/g",pom oft,12/11/2012
ciprofloxacino (cloridrato),Allergan,BIAMOTIL,101470164,"3,5mg/mL",sol oft,12/11/2012
ciprofloxacino (cloridrato),Bayer,CIPRO,104290056,250mg,com rev,12/11/2012
ciprofloxacino (cloridrato),Bayer,CIPRO,104290056,500mg,com rev,12/11/2012
ciprofloxacino (cloridrato),Novartis Biociências,CILOXAN,100681093,3mg/mL,sol oft,12/11/2012
ciprofloxacino (cloridrato),Novartis Biociências,CILOXAN OTOLÓGICO,100681103,3mg/mL,sol oto,12/04/2018
"ciprofloxacino (solução de cloreto desódio)",Helxistar,CIPROFLOXACINO,103110155,2mg/ml,sol inj,26/07/2018
ciproterona (acetato),Bayer,ANDROCUR,170560066,50mg,com,12/11/2012
ciproterona (acetato),Bayer,ANDROCUR,170560066,100mg,com,12/11/2012
cisatracúrio (besilato),Aspen Pharma,NIMBIUM,137640169,2mg/mL,sol inj,12/11/2012
cisatracúrio (besilato),Aspen Pharma,NIMBIUM,137640169,5mg/mL,sol inj,12/11/2012
cisplatina,Blau Farmacêutica,C-PLATIN,116370039,1mg/ml,sol inj,12/11/2012
cisplatina,Blau Farmacêutica,C-PLATIN,116370039,"0,5mg/ml",sol inj,10/12/2014
citalopram (bromidrato),Lundbeck,CIPRAMIL,104750043,20mg,com rev,28/09/2016
citalopram (bromidrato),Libbs,PROCIMAX,100330107,40mg,com rev,13/03/2018
citarabina,Pfizer,ARACYTIN,102160143,100mg/5mL,pó liof sol inj,12/11/2012
citarabina,Pfizer,ARACYTIN CS,102160143,20mg/mL,sol inj,12/11/2012
citarabina,Pfizer,ARACYTIN CS,102160143,100mg/mL,sol inj,12/11/2012
citrato de cafeína,Chiesi,PEYONA,100580115,20mg/mL,sol inj,15/06/2018
cladribina,Janssen Cilag,LEUSTATIN,112363341,1mg/mL,sol inj,12/11/2012
claritromicina,Abbott,KLARICID,105530200,50mg/mL,gran sus or,12/11/2012
claritromicina,Abbott,KLARICID,105530200,500mg/10mL,pó liof sol inj,12/11/2012
claritromicina,Abbott,KLARICID,105530200,25mg/mL,gran sus or,12/11/2012
claritromicina,Abbott,KLARICID UD,105530200,500mg,com rev lib prol,12/11/2012
claritromicina,Medley,CLARITROMICINA,183260025,500mg,com rev,18/09/2017
clindamicina (cloridrato),Pfizer,DALACIN C,102160173,300mg,cap dura,12/11/2012
clindamicina (fosfato),Pfizer,DALACIN T,102160153,10mg/ml,sol top,12/11/2012
clindamicina (fosfato),União Química,FOSFATO DE CLINDAMICINA,104970284,150 mg/ml,sol inj,13/03/2013
clobazam,Sanofi-Aventis,FRISIUM,113000042,10mg,com,12/11/2012
clobazam,Sanofi-Aventis,FRISIUM,113000042,20 mg,com,12/11/2012
clobetasol (propionato),Glaxosmithkline,PSOREX,101070198,"0,5mg/g",sol capilar,12/11/2012
clobetasol (propionato),Glaxosmithkline,PSOREX,101070198,"0,5mg/g",crem derm,12/11/2012
clobetasol (propionato),Glaxosmithkline,PSOREX,101070198,"0,5mg/g",pom derm,12/11/2012
clobutinol (cloridrato),EMS S/A,CLORIDRATO DE CLOBUTINOL,102350816,4mg/ml,xpe,07/06/2013
clomipramina (cloridrato),Novartis Biociências,ANAFRANIL,100680061,25 mg,drag,12/11/2012
clomipramina (cloridrato),Novartis Biociências,ANAFRANIL,100680061,75mg,com lib lenta,12/11/2012
clonazepam,Roche,RIVOTRIL,101000072,"0,5mg",com,12/11/2012
clonazepam,Roche,RIVOTRIL,101000072,"2,0mg",com,12/11/2012
clonazepam,Roche,RIVOTRIL,101000072,"0,25mg",com subl,12/11/2012
clonazepam,Roche,RIVOTRIL,101000072,"2,5mg/ml",sol oral,12/11/2012
clonidina (cloridrato),Boehringer Ingelheim,ATENSINA,103670058,100mcg,com,12/11/2012
clonidina (cloridrato),Boehringer Ingelheim,ATENSINA,103670058,150mcg,com,12/11/2012
clonidina (cloridrato),Boehringer Ingelheim,ATENSINA,103670058,200mcg,com,12/11/2012
clonidina (cloridrato),Cristália,CLONIDIN,102980193,150 mcg/mL,sol inj,12/11/2012
clonixinato de lisina,Farmoquímica,DOLAMIN,103900139,125mg,com rev,22/01/2013
cloperastina (fendizoato),Zambon,SEKI,100840140,"35,4mg/ml",sus or,12/11/2012
cloperastina (fendizoato),Zambon,SEKI,100840140,"3,54mg/ml",xpe,21/01/2013
clopidogrel (bissulfato),Sanofi-Aventis,PLAVIX,113001002,75 mg,com rev,13/09/2013
clorambucila,Aspen Pharma,LEUKERAN,137640148,2mg,com rev,12/11/2012
cloranfenicol (levógiro),Pfizer,QUEMICETINA,102160127,500 mg,drag,12/11/2012
cloranfenicol (succinato sódico),Blau Farmacêutica,ARIFENICOL,116370118,1g,pó liof sol inj,02/02/2018
cloridrato de aminolevulinato de metila,Galderma,METVIX,129160065,160mg/g,crem derm,30/11/2015
cloridrato de amorolfina,Galderma,LOCERYL,129160036,"2,5mg/g",crem derm,29/10/2015
cloridrato de cefepima,Instituto Biochimico,CLORIDRATO DE CEFEPIMA,100630227,1g,pó sol inj,25/11/2016
cloridrato de cefepima,Instituto Biochimico,CLORIDRATO DE CEFEPIMA,100630227,2g,pó sol inj,25/11/2016
cloridrato de epinastina,Allergan,RELESTAT,101470163,"0,5mg/mL",sol oft,12/11/2012
cloridrato de oxicodona,Mundipharma,OXYCONTIN,191980001,10mg,com rev lib prol,02/03/2017
cloridrato de oxicodona,Mundipharma,OXYCONTIN,191980001,20mg,com rev lib prol,02/03/2017
cloridrato de oxicodona,Mundipharma,OXYCONTIN,191980001,40mg,com rev lib prol,02/03/2017
cloridrato de palonosetrona,Schering Plough,ONICIT,101710181,"0,05mg/mL",sol inj,12/11/2012
cloridrato de sibutramina,Aché,BIOMAG,105730371,10mg,cap dura,07/06/2013
cloridrato de sibutramina,Aché,BIOMAG,105730371,15mg,cap dura,07/06/2013
cloridrato de valganciclovir,Roche,VALCYTE,101000593,450mg,com rev,12/11/2012
clorpromazina (cloridrato),Sanofi-Aventis,AMPLICTIL,113000297,25mg,com rev,12/11/2012
clorpromazina (cloridrato),Sanofi-Aventis,AMPLICTIL,113000297,100mg,com rev,12/11/2012
clorpromazina (cloridrato),Sanofi-Aventis,AMPLICTIL,113000297,40mg/mL,sol oral,12/11/2012
clorpromazina (cloridrato),Sanofi-Aventis,AMPLICTIL,113000297,"5,0mg/mL",sol inj,12/11/2012
clorpropamida,Pfizer,DIABINESE,102160010,250mg,com,12/11/2012
clortalidona,EMS S/A,clortalidona,102350614,"12,5mg",com,27/12/2019
clortalidona,EMS S/A,clortalidona,102350614,25mg,com,27/12/2019
clortalidona,EMS S/A,clortalidona,102350614,50mg,com,27/12/2019
clotrimazol,Bayer,CANESTEN,170560102,10mg/g,sol top (spr),12/11/2012
clotrimazol,Bayer,CANESTEN,170560102,10mg/g,crem derm,12/11/2012
clotrimazol,Bayer,CANESTEN,170560102,10mg/g,po uso top,12/11/2012
clotrimazol,Bayer,GINO CANESTEN,170560102,10mg/g,crem vag,12/11/2012
clotrimazol,Bayer,GINO CANESTEN,170560102,20mg/g,crem vag,12/11/2012
clotrimazol,Bayer,GINO CANESTEN,170560102,100mg,com vag,12/11/2012
clotrimazol,Bayer,GINO CANESTEN,170560102,500mg,com vag,12/11/2012
cloxazolam,Novartis Biociências,OLCADIL,100680042,"1,0mg",com,12/11/2012
cloxazolam,Novartis Biociências,OLCADIL,100680042,"2,0mg",com,12/11/2012
cloxazolam,Novartis Biociências,OLCADIL,100680042,"4,0mg",com,12/11/2012
clozapina,Mylan,LEPONEX,100680027,100mg,com,12/11/2012
clozapina,Mylan,LEPONEX,100680027,25mg,com,12/11/2012
cobimetinibe (hemifumarato),Roche,COTELLIC,101000662,20mg,com rev,30/08/2017
codeína (fosfato),Cristália,CODEIN,102980199,30mg,com,02/02/2018
codeína (fosfato),Cristália,CODEIN,102980199,60mg,com,02/02/2018
codeína (fosfato),Cristália,CODEIN,102980199,3mg/mL,sol oral,02/02/2018
codeína (fosfato),Cristália,CODEIN,102980199,30mg/mL,sol inj,02/02/2018
codergocrina (mesilato),Aché,MESILATO DE CODERGOCRINA,112130407,"4,5mg/1,5ml",sol oral,29/01/2016
colchicina,Apsen Farmacêutica,COLCHIS,101180109,"0,5mg",com,12/11/2012
colchicina,Apsen Farmacêutica,COLCHIS,101180109,1mg,com,12/11/2012
colestiramina,Moksha 8,QUESTRAN LIGHT,164250004,4g/90mL,po or,16/05/2013
colistimetato sódico,Opem,COLIS-TEK,127480023,"150mg colistinabase/2mL",pó sol inj,12/11/2012
colistimetato sódico,Zambon,PROMIXIN,100849957,"500.000 UI/mL a250.000 UI/mL",pó estéril,12/11/2012
crizotinibe,Pfizer,XALKORI,102160241,250mg,cap gel dur,30/08/2017
crizotinibe,Pfizer,XALKORI,102160241,200mg,cap gel dur,26/09/2018
cromoglicato dissódico,Allergan,CROMOLERG OCULUM,101470096,2PCC (20mg/g),sol oft,12/11/2012
cromoglicato dissódico,Allergan,CROMOLERG OCULUM,101470096,4PCC (40mg/g),sol oft,12/11/2012
cromoglicato dissódico,UCI Farma,RILAN,105500068,20mg/mL,sol spr nas,13/03/2013
cromoglicato dissódico,UCI Farma,RILAN,105500068,40mg/mL,sol spr nas,13/03/2013
dabigatrana (etexilato),Boehringer Ingelheim,PRADAXA,103670160,75mg,cap,22/04/2013
dabigatrana (etexilato),Boehringer Ingelheim,PRADAXA,103670160,110mg,cap,22/04/2013
dabigatrana (etexilato),Boehringer Ingelheim,PRADAXA,103670160,150 mg,cap,22/04/2013
dacarbazina,Eurofarma,DACARB,100430636,10mg/ml,pó liof sol inj,12/11/2012
daclatasvir dicloridrato,Bristol Myers Squibb,DAKLINZA,101800406,30mg,com rev,13/03/2018
daclatasvir dicloridrato,Bristol Myers Squibb,DAKLINZA,101800406,60mg,com rev,13/03/2018
dactinomicina,Laboratórios Bagó,COSMEGEN,156260014,"0,5mg/1,1mL",pó liof sol inj,12/11/2012
danazol,Sanofi-Aventis,LADOGAL,113001039,100mg,cap dura,12/11/2012
danazol,Sanofi-Aventis,LADOGAL,113001039,200mg,cap dura,12/11/2012
dantroleno sódico,Cristália,DANTROLEN,102980206,20mg,pó liof sol inj,02/02/2018
dapaglifozina,Astrazeneca,FORXIGA,116180259,5mg,com rev,24/06/2014
dapaglifozina,Astrazeneca,FORXIGA,116180259,10mg,com rev,24/06/2014
daptomicina,Novartis Biociências,CUBICIN,100681058,500 mg/10mL,pó liof sol inj,15/01/2013
darifenacina (bromidrato),Aspen Pharma,ENABLEX,100681049,"7,5mg",com rev lib progr,12/11/2012
darifenacina (bromidrato),Aspen Pharma,ENABLEX,100681049,"15,0mg",com rev lib progr,12/11/2012
darunavir,Janssen Cilag,PREZISTA,112363387,75mg,com rev,30/04/2013
darunavir,Janssen Cilag,PREZISTA,112363387,150mg,com rev,30/04/2013
darunavir,Janssen Cilag,PREZISTA,112363387,300mg,com rev,30/04/2013
darunavir,Janssen Cilag,PREZISTA,112363387,600 mg,com rev,29/07/2016
dasatinibe,Bristol Myers Squibb,SPRYCEL,101800392,20mg,com rev,12/11/2012
dasatinibe,Bristol Myers Squibb,SPRYCEL,101800392,50mg,com rev,12/11/2012
dasatinibe,Bristol Myers Squibb,SPRYCEL,101800392,100mg,com rev,01/07/2014
daunorrubicina (cloridrato),Pfizer,DAUNOBLASTINA,102160214,20mg/ 10mL,pó liof sol inj,12/11/2012
decitabina,Janssen Cilag,DACOGEN,112363390,50mg/ 10mL,pó liof sol inj,12/11/2012
deferasirox,Novartis Biociências,EXJADE,100681040,125mg,com disp,22/01/2013
deferasirox,Novartis Biociências,EXJADE,100681040,250mg,com disp,22/01/2013
deferasirox,Novartis Biociências,EXJADE,100681040,500mg,com disp,22/01/2013
deferoxamina (mesilato),Novartis Biociências,DESFERAL,100680053,500mg/ 5mL,pó liof sol inj,12/11/2012
deflazacorte,Sanofi-Aventis,CALCORT,113000201,"6,0mg",com,12/11/2012
deflazacorte,Sanofi-Aventis,CALCORT,113000201,30mg,com,12/11/2012
degarelix (acetato),Ferring,FIRMAGON,128760017,"80mg/4,2mL",pó liof sol inj,12/11/2012
degarelix (acetato),Ferring,FIRMAGON,128760017,"120mg/3,0 mL",pó liof sol inj,12/11/2012
deslanósido,União Química,DESLANOL,104971229,"0,2mg/mL",sol inj,12/11/2012
desloratadina,Merck Sharp & Dohme,DESALEX,100290191,"0,5mg/ml",xpe,12/11/2012
desloratadina,Merck Sharp & Dohme,DESALEX,100290191,5mg,com rev,12/11/2012
desloratadina,Aché,ESALERG GOTAS,105730465,"1,25mg/mL",sol oral,27/10/2017
desmopressina (acetato),Ferring,DDAVP,128760015,"0,1mg/mL",sol nas spray,27/06/2017
desmopressina (acetato),Ferring,DDAVP,128760015,"0,1mg/mL",sol nas,12/11/2012
desmopressina (acetato),Ferring,DDAVP,128760015,"0,1mg",com,12/11/2012
desmopressina (acetato),Ferring,DDAVP,128760015,"0,2mg",com,12/11/2012
desmopressina (acetato),Ferring,DDAVP,128760015,4mcg/mL,sol inj,12/11/2012
desogestrel,Organon,CERAZETTE,101710089,75mcg,com rev,12/11/2012
desonida,Aché,ADINOS,105730378,"0,500mg/g",gel crem,12/11/2012
desonida,Medley,DESONOL,183260053,"0,5mg/g",crem derm,12/04/2018
desonida,Medley,DESONOL,183260053,"0,5mg/g",loç derm,12/04/2018
desonida,Medley,DESONOL,183260053,"0,5mg/g",pom derm,12/04/2018
desoximetasona,Sanofi-Aventis,ESPERSON,113000037,"2,5mg/g",pom derm,12/11/2012
desvenlafaxina (succinato monoidratado),Wyeth,PRISTIQ,121100273,"75,87 mg (50mg)",com rev lib prol,12/11/2012
desvenlafaxina (succinato monoidratado),Wyeth,PRISTIQ,121100273,"151,77 mg (100mg)",com rev lib prol,12/11/2012
dexametasona,Aché,DECADRON,105730303,"0,1mg/mL",elx,28/09/2016
dexametasona,Aché,DECADRON,105730303,"0,5mg",com,15/06/2018
dexametasona,Aché,DECADRON,105730303,"0,75mg",com,15/06/2018
dexametasona,Aché,DECADRON,105730303,4mg,com,15/06/2018
dexametasona,Novartis Biociências,MAXIDEX,100681097,1mg/mL,sus  oft,12/11/2012
dexametasona,Novartis Biociências,MAXIDEX,100681097,1mg/g,pom oft,12/11/2012
dexametasona (acetato),Teuto,DEXASON,103700060,1mg/g,crem derm,28/09/2016
dexametasona (fosfato dissódico),Aché,DECADRON INJETÁVEL,105730302,4mg/mL,sol inj,18/09/2017
dexametasona (fosfato dissódico),Aché,DECADRON INJETÁVEL,105730302,2mg/mL,sol inj,26/07/2018
dexclorfeniramina (maleato),Cosmed,POLARAMINE,178170811,10mg/g,crem derm,05/12/2012
dexclorfeniramina (maleato),Cosmed,POLARAMINE,178170811,2mg,com rev,05/12/2012
dexclorfeniramina (maleato),Cosmed,POLARAMINE,178170811,"6,0mg",drag,05/12/2012
dexclorfeniramina (maleato),Cosmed,POLARAMINE,178170811,"0,4mg/ml",sol oral,01/07/2014
dexclorfeniramina (maleato),Cosmed,POLARAMINE,178170811,"2,8mg/ml",sol oral,02/03/2017
dexlansoprazol,Takeda,DEXILANT,106390261,30mg,"cap gel dur commicrog de lib mod",07/04/2020
dexlansoprazol,Takeda,DEXILANT,106390262,60mg,"cap gel dur commicrog de lib mod",07/04/2020
dexmedetomidina(cloridrato),Wyeth,PRECEDEX,162500001,100mcg/ml,sol inj,12/11/2012
dextrocetamina (cloridrato),Cristália,KETAMIN,102980213,50mg/ml,sol inj,13/03/2013
dextrometorfano (bromidrato),Johnson & Johnson,BENALET TSC,157210010,3mg/mL,xpe,12/11/2012
diazepam,Roche,VALIUM,101000091,5mg,com,12/11/2012
diazepam,Roche,VALIUM,101000091,10 mg,com,12/11/2012
diazepam,União Química,DIAZEPAM,104971235,5mg/mL,sol inj,12/11/2012
diclofenaco (ácido),Novartis Biociências,CATAFLAM,100680038,"1,8mg/mL",sus or,12/11/2012
diclofenaco (ácido),Novartis Biociências,CATAFLAM D,100680038,"44,3mg",com disp,12/11/2012
diclofenaco (colestiramina),Novartis Biociências,FLOTAC,100680102,140mg,cap dura,12/11/2012
diclofenaco (dietilamônio),Glaxosmithkline,CATAFLAMPRO,101070328,"11,6mg",sol derm (aerossol),12/11/2012
diclofenaco (dietilamônio),Glaxosmithkline,CATAFLAMPRO EMUGEL,101070328,"11,6mg/g",gel,10/12/2014
diclofenaco (dietilamônio),Glaxosmithkline,CATAFLAMPRO XT EMUGEL,101070328,"23,2mg/g",gel,30/08/2017
diclofenaco (resinato),Novartis Biociências,CATAFLAM,100680038,"44,94mg/mL",sus or (got),12/11/2012
diclofenaco potássico,Novartis Biociências,CATAFLAM,100680038,25mg/mL,sol inj,12/11/2012
diclofenaco potássico,Novartis Biociências,CATAFLAM,100680038,50mg,drag,12/11/2012
diclofenaco potássico,Novartis Biociências,CATAFLAM DOLO,100680038,"12,5mg",com rev,12/11/2012
diclofenaco sódico,EMS S/A,DICLOFENACO SÓDICO,102350785,10mg/g,gel,15/04/2013
diclofenaco sódico,Novartis Biociências,VOLTAREN RETARD,100680060,100mg,com rev desint lenta,12/11/2012
diclofenaco sódico,Novartis Biociências,VOLTAREN,100680060,25mg/mL,sol inj,12/11/2012
diclofenaco sódico,Novartis Biociências,VOLTAREN,100680060,50mg,com rev lib retard,12/11/2012
diclofenaco sódico,Novartis Biociências,VOLTAREN SR,100680060,75mg,com rev lib prol,12/11/2012
diclofenaco sódico,Zodiac,FLODIN DUO,122140043,150mg,com desint lenta,12/11/2012
diclofenaco sódico,Latinofarma,MAXILERG,117250030,1mg/mL,sol oft,02/03/2017
dicloridrato de sapropterina,Merck,KUVAN,100890364,100mg,com disp,27/06/2017
didrogesterona,Abbott,DUPHASTON,105530347,10mg,com rev,12/11/2012
dienogeste,Bayer,ALLURENE,170560088,2mg,com,12/11/2012
diltiazem (cloridrato),Boehringer Ingelheim,CARDIZEM,103670062,30mg,com,12/11/2012
diltiazem (cloridrato),Boehringer Ingelheim,CARDIZEM,103670062,60mg,com,12/11/2012
diltiazem (cloridrato),Boehringer Ingelheim,CARDIZEM CD,103670062,180mg,cap dura lib gradual,12/11/2012
diltiazem (cloridrato),Boehringer Ingelheim,CARDIZEM CD,103670062,240mg,cap dura lib gradual,12/11/2012
diltiazem (cloridrato),Boehringer Ingelheim,CARDIZEM SR,103670062,90mg,cap dura + microgran,12/11/2012
diltiazem (cloridrato),Boehringer Ingelheim,CARDIZEM SR,103670062,120mg,cap dura + microgran,12/11/2012
dimaleato de afatinibe,Boehringer,GIOTRIF,103670174,30mg,com rev,27/06/2017
dimaleato de afatinibe,Boehringer,GIOTRIF,103670174,40mg,com rev,27/06/2017
dimenidrinato,Takeda,DRAMIN,106390155,100mg,com,12/11/2012
dimenidrinato,Takeda,DRAMIN,106390155,"2,5mg/ml",sol oral,10/12/2014
dimenidrinato,Takeda,DRAMIN,106390155,25mg,cap mole,10/12/2014
dimenidrinato,Takeda,DRAMIN,106390155,50mg,cap mole,08/04/2016
dipiridamol,Boehringer Ingelheim,PERSANTIN,103670030,100mg,drag,12/11/2012
dipiridamol,Boehringer Ingelheim,PERSANTIN,103670030,5mg/mL,sol inj,12/11/2012
dipirona sódica monoidratada,Sanofi-Aventis,NOVALGINA,113000058,300mg,sup,12/11/2012
dipirona sódica monoidratada,Sanofi-Aventis,NOVALGINA,113000058,500mg,com,12/11/2012
dipirona sódica monoidratada,Sanofi-Aventis,NOVALGINA,113000058,1000mg,com,12/11/2012
dipirona sódica monoidratada,Sanofi-Aventis,NOVALGINA,113000058,500mg/mL,sol inj,12/11/2012
dipirona sódica monoidratada,Sanofi-Aventis,NOVALGINA,113000058,50mg/mL,sol oral,12/11/2012
dipirona sódica monoidratada,Sanofi-Aventis,NOVALGINA,113000058,500mg/mL,sol oral,12/11/2012
dipirona sódica monoidratada,Sanofi-Aventis,NOVALGINA,113000058,1g,com efer,30/08/2017
dissulfiram,Sanofi-Aventis,ANTIETANOL,113000229,250mg,com,23/01/2012
divalproato de sódio,Abbott,DEPAKOTE,105530203,250mg,com rev,12/11/2012
divalproato de sódio,Abbott,DEPAKOTE,105530203,500mg,com rev,12/11/2012
divalproato de sódio,Abbott,DEPAKOTE ER,105530203,250mg,com rev lib prol,22/01/2013
divalproato de sódio,Abbott,DEPAKOTE ER,105530203,500mg,com rev lib prol,12/11/2012
divalproato de sódio,Abbott,DEPAKOTE SPRINKLE,105530203,125mg,cap + microgran,12/11/2012
dobesilato de cálcio,Apsen Farmacêutica,DOBEVEN,101180612,500mg,cap dura,09/09/2015
dobutamina (cloridrato),Antibióticos do Brasil,DOBUTREX,155620008,"12,5mg/mL",sol inj,12/11/2012
docetaxel (triidratado),Libbs,DOCELIBBS,100330121,40mg/ml,sol inj + diluente,23/09/2014
docetaxel (triidratado),Sanofi-Aventis,TAXOTERE,113000283,20mg/ml,sol inj,10/05/2013
dolutegravir sódico,Glaxosmithkline,TIVICAY,101070300,50mg,com rev,13/03/2018
domperidona,Janssen Cilag,MOTILIUM,112360022,10mg,com,12/11/2012
domperidona,Janssen Cilag,MOTILIUM,112360022,1mg/mL,sus or,12/11/2012
donepezila (cloridrato),Wyeth,ERANZ,121100106,5mg,com rev,12/11/2012
donepezila (cloridrato),Wyeth,ERANZ,121100106,10 mg,com rev,12/11/2012
dopamina (cloridrato),Cristália,DOPACRIS,102980106,5mg/mL,sol inj,30/10/2018
